Marker_1,Marker_2,Marker_3,Marker_4,Marker_5,Marker_6,Marker_7,Marker_8,Marker_9,Marker_10,GT,MV,DS,GLAD,MACE,n_annotators,WSI,ano,split
1,-1,0,0,-1,0,-1,-1,-1,-1,0,0,0,0,0,4,CasoHEProstata_A_0480_row_8192_column_47104,CasoHEProstata_A_0480_row_8192_column_47104,train
-1,-1,0,-1,0,-1,2,-1,-1,-1,0,0,0,0,0,3,CasoHEProstata_A_0481_row_10240_column_106496,CasoHEProstata_A_0481_row_10240_column_106496,train
0,3,-1,-1,-1,-1,-1,-1,-1,-1,3,3,0,3,3,2,CasoHEProstata_A_0481_row_12288_column_36864,CasoHEProstata_A_0481_row_12288_column_36864,train
0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,2,CasoHEProstata_A_0481_row_16384_column_90112,CasoHEProstata_A_0481_row_16384_column_90112,train
0,0,-1,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,3,CasoHEProstata_A_0481_row_18432_column_69632,CasoHEProstata_A_0481_row_18432_column_69632,train
-1,2,0,0,-1,0,2,-1,-1,-1,0,0,0,0,0,5,CasoHEProstata_A_0481_row_20480_column_94208,CasoHEProstata_A_0481_row_20480_column_94208,train
2,-1,0,-1,-1,-1,-1,-1,-1,-1,2,2,0,0,0,2,CasoHEProstata_A_0481_row_22528_column_92160,CasoHEProstata_A_0481_row_22528_column_92160,train
-1,-1,0,0,-1,1,-1,-1,-1,-1,0,0,1,0,0,3,CasoHEProstata_A_0481_row_22528_column_94208,CasoHEProstata_A_0481_row_22528_column_94208,train
0,2,-1,-1,-1,0,-1,-1,-1,-1,0,0,0,0,0,3,CasoHEProstata_A_0481_row_28672_column_86016,CasoHEProstata_A_0481_row_28672_column_86016,train
-1,-1,0,-1,-1,0,-1,-1,-1,-1,0,0,0,0,0,2,CasoHEProstata_A_0482_row_16384_column_98304,CasoHEProstata_A_0482_row_16384_column_98304,train
1,1,-1,0,0,0,2,-1,-1,-1,0,0,0,0,0,6,CasoHEProstata_A_0482_row_22528_column_6144,CasoHEProstata_A_0482_row_22528_column_6144,train
-1,2,-1,0,-1,-1,2,-1,-1,-1,2,2,2,2,0,3,CasoHEProstata_A_0482_row_24576_column_110592,CasoHEProstata_A_0482_row_24576_column_110592,train
-1,-1,1,-1,1,-1,2,-1,-1,-1,1,1,1,1,1,3,CasoHEProstata_A_0482_row_24576_column_96256,CasoHEProstata_A_0482_row_24576_column_96256,train
-1,1,0,-1,-1,1,1,-1,-1,-1,1,1,1,1,1,4,CasoHEProstata_A_0482_row_24576_column_98304,CasoHEProstata_A_0482_row_24576_column_98304,train
3,-1,0,-1,-1,-1,-1,-1,-1,-1,3,3,3,0,0,2,CasoHEProstata_A_0482_row_28672_column_8192,CasoHEProstata_A_0482_row_28672_column_8192,train
-1,1,1,0,1,-1,1,-1,-1,-1,1,1,1,1,0,5,CasoHEProstata_A_0482_row_30720_column_8192,CasoHEProstata_A_0482_row_30720_column_8192,train
-1,1,2,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,2,CasoHEProstata_A_0482_row_32768_column_8192,CasoHEProstata_A_0482_row_32768_column_8192,train
1,1,2,1,1,-1,2,-1,-1,-1,1,1,1,1,1,6,CasoHEProstata_A_0482_row_34816_column_100352,CasoHEProstata_A_0482_row_34816_column_100352,train
-1,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,2,CasoHEProstata_A_0482_row_34816_column_102400,CasoHEProstata_A_0482_row_34816_column_102400,train
1,2,-1,2,-1,2,-1,-1,-1,-1,2,2,2,2,2,4,CasoHEProstata_A_0482_row_34816_column_8192,CasoHEProstata_A_0482_row_34816_column_8192,train
-1,0,0,0,-1,-1,2,-1,-1,-1,0,0,0,0,0,4,CasoHEProstata_A_0482_row_36864_column_10240,CasoHEProstata_A_0482_row_36864_column_10240,train
0,-1,1,-1,-1,-1,-1,-1,-1,-1,1,1,0,1,1,2,CasoHEProstata_A_0482_row_51200_column_10240,CasoHEProstata_A_0482_row_51200_column_10240,train
-1,1,2,0,-1,2,2,-1,-1,-1,2,2,2,2,2,5,CasoHEProstata_A_0482_row_51200_column_4096,CasoHEProstata_A_0482_row_51200_column_4096,train
0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,4,CasoHEProstata_A_0482_row_53248_column_12288,CasoHEProstata_A_0482_row_53248_column_12288,train
1,0,-1,0,-1,0,-1,-1,-1,-1,0,0,0,0,0,4,CasoHEProstata_A_0482_row_53248_column_96256,CasoHEProstata_A_0482_row_53248_column_96256,train
0,0,0,-1,-1,0,-1,-1,-1,-1,0,0,0,0,0,4,CasoHEProstata_A_0483_row_34816_column_38912,CasoHEProstata_A_0483_row_34816_column_38912,train
0,-1,-1,-1,0,-1,-1,-1,-1,-1,0,0,0,0,0,2,CasoHEProstata_A_0485_row_38912_column_110592,CasoHEProstata_A_0485_row_38912_column_110592,train
-1,0,-1,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,3,CasoHEProstata_A_0485_row_40960_column_16384,CasoHEProstata_A_0485_row_40960_column_16384,train
-1,-1,-1,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,2,CasoHEProstata_A_0485_row_40960_column_22528,CasoHEProstata_A_0485_row_40960_column_22528,train
0,0,-1,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,3,CasoHEProstata_A_0485_row_40960_column_45056,CasoHEProstata_A_0485_row_40960_column_45056,train
2,-1,-1,-1,0,-1,-1,-1,-1,-1,2,2,0,0,0,2,CasoHEProstata_A_0485_row_43008_column_24576,CasoHEProstata_A_0485_row_43008_column_24576,train
-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,2,CasoHEProstata_A_0485_row_51200_column_129024,CasoHEProstata_A_0485_row_51200_column_129024,train
0,-1,-1,-1,0,-1,-1,-1,-1,-1,0,0,0,0,0,2,CasoHEProstata_A_0485_row_51200_column_30720,CasoHEProstata_A_0485_row_51200_column_30720,train
-1,-1,-1,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,2,CasoHEProstata_A_0485_row_55296_column_104448,CasoHEProstata_A_0485_row_55296_column_104448,train
0,-1,-1,-1,-1,0,1,-1,-1,-1,0,0,0,0,0,3,CasoHEProstata_A_0485_row_55296_column_108544,CasoHEProstata_A_0485_row_55296_column_108544,train
-1,-1,-1,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,2,CasoHEProstata_A_0485_row_55296_column_96256,CasoHEProstata_A_0485_row_55296_column_96256,train
0,-1,-1,-1,0,-1,-1,-1,-1,-1,0,0,0,0,0,2,CasoHEProstata_A_0485_row_57344_column_12288,CasoHEProstata_A_0485_row_57344_column_12288,train
0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,6,CasoHEProstata_A_0485_row_57344_column_14336,CasoHEProstata_A_0485_row_57344_column_14336,train
-1,-1,-1,0,0,0,-1,-1,-1,-1,0,0,0,0,0,3,CasoHEProstata_A_0485_row_59392_column_10240,CasoHEProstata_A_0485_row_59392_column_10240,train
-1,0,-1,-1,0,-1,-1,-1,-1,-1,0,0,0,0,0,2,CasoHEProstata_A_0485_row_59392_column_6144,CasoHEProstata_A_0485_row_59392_column_6144,train
0,-1,-1,-1,0,-1,-1,-1,-1,-1,0,0,0,0,0,2,CasoHEProstata_A_0485_row_59392_column_8192,CasoHEProstata_A_0485_row_59392_column_8192,train
0,1,1,0,-1,0,-1,-1,-1,-1,0,0,0,0,0,5,CasoHEProstata_A_0485_row_61440_column_4096,CasoHEProstata_A_0485_row_61440_column_4096,train
0,-1,0,0,0,-1,2,-1,-1,-1,0,0,0,0,0,5,CasoHEProstata_A_0487_row_22528_column_8192,CasoHEProstata_A_0487_row_22528_column_8192,train
1,-1,0,0,-1,-1,2,-1,-1,-1,0,0,0,0,0,4,CasoHEProstata_A_0487_row_26624_column_6144,CasoHEProstata_A_0487_row_26624_column_6144,train
-1,1,-1,2,2,-1,-1,-1,-1,-1,2,2,2,2,2,3,CasoHEProstata_A_0487_row_30720_column_30720,CasoHEProstata_A_0487_row_30720_column_30720,train
3,-1,-1,-1,-1,-1,3,-1,-1,-1,3,3,3,3,3,2,CasoHEProstata_A_0487_row_45056_column_118784,CasoHEProstata_A_0487_row_45056_column_118784,train
0,0,-1,-1,-1,0,1,-1,-1,-1,0,0,0,0,0,4,CasoHEProstata_A_0487_row_47104_column_26624,CasoHEProstata_A_0487_row_47104_column_26624,train
0,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,3,CasoHEProstata_A_0487_row_47104_column_8192,CasoHEProstata_A_0487_row_47104_column_8192,train
-1,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,4,CasoHEProstata_A_0487_row_49152_column_92160,CasoHEProstata_A_0487_row_49152_column_92160,train
3,-1,-1,-1,-1,-1,2,-1,-1,-1,3,3,2,3,3,2,CasoHEProstata_A_0487_row_51200_column_116736,CasoHEProstata_A_0487_row_51200_column_116736,train
1,0,-1,-1,0,-1,-1,-1,-1,-1,0,0,0,0,0,3,CasoHEProstata_A_0487_row_51200_column_92160,CasoHEProstata_A_0487_row_51200_column_92160,train
0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,5,CasoHEProstata_A_0487_row_55296_column_92160,CasoHEProstata_A_0487_row_55296_column_92160,train
-1,-1,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,4,CasoHEProstata_A_0487_row_59392_column_90112,CasoHEProstata_A_0487_row_59392_column_90112,train
1,0,-1,0,-1,-1,1,-1,-1,-1,1,1,0,0,0,4,CasoHEProstata_A_0487_row_67584_column_112640,CasoHEProstata_A_0487_row_67584_column_112640,train
0,0,-1,0,-1,-1,0,-1,-1,-1,0,0,0,0,0,4,CasoHEProstata_A_0487_row_77824_column_94208,CasoHEProstata_A_0487_row_77824_column_94208,train
0,-1,-1,-1,-1,-1,0,-1,-1,-1,0,0,0,0,0,2,CasoHEProstata_A_0487_row_83968_column_92160,CasoHEProstata_A_0487_row_83968_column_92160,train
-1,0,-1,-1,0,-1,-1,-1,-1,-1,0,0,0,0,0,2,CasoHEProstata_A_0488_row_10240_column_51200,CasoHEProstata_A_0488_row_10240_column_51200,train
-1,-1,-1,0,1,1,2,-1,-1,-1,1,1,1,1,0,4,CasoHEProstata_A_0488_row_12288_column_51200,CasoHEProstata_A_0488_row_12288_column_51200,train
1,1,-1,-1,1,-1,-1,-1,-1,-1,1,1,1,1,1,3,CasoHEProstata_A_0488_row_14336_column_51200,CasoHEProstata_A_0488_row_14336_column_51200,train
-1,0,-1,0,0,-1,2,-1,-1,-1,0,0,0,0,0,4,CasoHEProstata_A_0488_row_16384_column_151552,CasoHEProstata_A_0488_row_16384_column_151552,train
-1,1,2,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,2,CasoHEProstata_A_0488_row_16384_column_53248,CasoHEProstata_A_0488_row_16384_column_53248,train
1,1,-1,0,1,-1,2,-1,-1,-1,1,1,1,1,0,5,CasoHEProstata_A_0488_row_18432_column_51200,CasoHEProstata_A_0488_row_18432_column_51200,train
-1,0,0,0,0,-1,1,-1,-1,-1,0,0,0,0,0,5,CasoHEProstata_A_0488_row_20480_column_149504,CasoHEProstata_A_0488_row_20480_column_149504,train
1,0,2,-1,-1,1,-1,-1,-1,-1,1,1,1,1,2,4,CasoHEProstata_A_0488_row_22528_column_149504,CasoHEProstata_A_0488_row_22528_column_149504,train
0,-1,-1,0,0,0,2,-1,-1,-1,0,0,0,0,0,5,CasoHEProstata_A_0488_row_22528_column_40960,CasoHEProstata_A_0488_row_22528_column_40960,train
1,-1,3,0,-1,-1,-1,-1,-1,-1,3,3,2,3,0,3,CasoHEProstata_A_0488_row_24576_column_149504,CasoHEProstata_A_0488_row_24576_column_149504,train
-1,1,-1,0,1,-1,2,-1,-1,-1,1,1,1,1,0,4,CasoHEProstata_A_0488_row_28672_column_149504,CasoHEProstata_A_0488_row_28672_column_149504,train
-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,2,CasoHEProstata_A_0488_row_28672_column_151552,CasoHEProstata_A_0488_row_28672_column_151552,train
-1,1,-1,0,0,0,-1,-1,-1,-1,0,0,0,0,0,4,CasoHEProstata_A_0488_row_32768_column_141312,CasoHEProstata_A_0488_row_32768_column_141312,train
-1,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,2,CasoHEProstata_A_0488_row_32768_column_53248,CasoHEProstata_A_0488_row_32768_column_53248,train
-1,0,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,2,CasoHEProstata_A_0488_row_34816_column_139264,CasoHEProstata_A_0488_row_34816_column_139264,train
1,-1,-1,0,-1,-1,2,-1,-1,-1,2,2,1,0,0,3,CasoHEProstata_A_0488_row_38912_column_151552,CasoHEProstata_A_0488_row_38912_column_151552,train
-1,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,2,CasoHEProstata_A_0488_row_47104_column_153600,CasoHEProstata_A_0488_row_47104_column_153600,train
1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,2,CasoHEProstata_A_0488_row_6144_column_53248,CasoHEProstata_A_0488_row_6144_column_53248,train
0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,5,CasoHEProstata_A_0490_row_22528_column_18432,CasoHEProstata_A_0490_row_22528_column_18432,train
-1,0,-1,-1,-1,0,-1,-1,-1,-1,0,0,0,0,0,2,CasoHEProstata_A_0490_row_24576_column_8192,CasoHEProstata_A_0490_row_24576_column_8192,train
-1,0,-1,-1,0,0,2,-1,-1,-1,0,0,0,0,0,4,CasoHEProstata_A_0490_row_26624_column_18432,CasoHEProstata_A_0490_row_26624_column_18432,train
1,-1,0,0,0,-1,2,-1,-1,-1,0,0,0,0,0,5,CasoHEProstata_A_0490_row_30720_column_18432,CasoHEProstata_A_0490_row_30720_column_18432,train
1,1,0,0,-1,1,-1,-1,-1,-1,1,1,1,1,0,5,CasoHEProstata_A_0490_row_32768_column_6144,CasoHEProstata_A_0490_row_32768_column_6144,train
-1,0,-1,-1,-1,0,-1,-1,-1,-1,0,0,0,0,0,2,CasoHEProstata_A_0490_row_32768_column_94208,CasoHEProstata_A_0490_row_32768_column_94208,train
1,-1,1,0,-1,-1,-1,-1,-1,-1,1,1,1,1,0,3,CasoHEProstata_A_0490_row_34816_column_6144,CasoHEProstata_A_0490_row_34816_column_6144,train
2,-1,0,0,1,-1,-1,-1,-1,-1,0,0,2,0,0,4,CasoHEProstata_A_0490_row_34816_column_92160,CasoHEProstata_A_0490_row_34816_column_92160,train
-1,-1,1,-1,-1,1,-1,-1,-1,-1,1,1,1,1,1,2,CasoHEProstata_A_0490_row_36864_column_6144,CasoHEProstata_A_0490_row_36864_column_6144,train
1,1,-1,2,1,1,2,-1,-1,-1,1,1,1,1,1,6,CasoHEProstata_A_0490_row_36864_column_92160,CasoHEProstata_A_0490_row_36864_column_92160,train
-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,1,1,1,1,2,CasoHEProstata_A_0490_row_38912_column_4096,CasoHEProstata_A_0490_row_38912_column_4096,train
1,1,1,1,-1,1,2,-1,-1,-1,1,1,1,1,1,6,CasoHEProstata_A_0490_row_38912_column_94208,CasoHEProstata_A_0490_row_38912_column_94208,train
-1,1,1,1,3,-1,1,-1,-1,-1,1,1,1,1,1,5,CasoHEProstata_A_0490_row_40960_column_6144,CasoHEProstata_A_0490_row_40960_column_6144,train
1,1,-1,-1,1,1,-1,-1,-1,-1,1,1,1,1,1,4,CasoHEProstata_A_0490_row_40960_column_96256,CasoHEProstata_A_0490_row_40960_column_96256,train
-1,1,-1,-1,-1,-1,1,-1,-1,-1,1,1,1,1,1,2,CasoHEProstata_A_0490_row_43008_column_6144,CasoHEProstata_A_0490_row_43008_column_6144,train
1,-1,1,0,-1,1,-1,-1,-1,-1,1,1,1,1,0,4,CasoHEProstata_A_0490_row_43008_column_96256,CasoHEProstata_A_0490_row_43008_column_96256,train
0,-1,-1,-1,-1,-1,0,-1,-1,-1,0,0,0,0,0,2,CasoHEProstata_A_0491_row_36864_column_14336,CasoHEProstata_A_0491_row_36864_column_14336,train
2,1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,1,2,2,CasoHEProstata_A_0491_row_47104_column_8192,CasoHEProstata_A_0491_row_47104_column_8192,train
2,-1,-1,-1,-1,-1,2,-1,-1,-1,2,2,2,2,2,2,CasoHEProstata_A_0491_row_63488_column_28672,CasoHEProstata_A_0491_row_63488_column_28672,train
-1,-1,0,-1,-1,-1,2,-1,-1,-1,2,2,0,0,0,2,CasoHEProstata_A_0492_row_10240_column_26624,CasoHEProstata_A_0492_row_10240_column_26624,train
0,-1,-1,-1,-1,-1,0,-1,-1,-1,0,0,0,0,0,2,CasoHEProstata_A_0492_row_14336_column_28672,CasoHEProstata_A_0492_row_14336_column_28672,train
0,0,0,-1,-1,0,0,-1,-1,-1,0,0,0,0,0,5,CasoHEProstata_A_0492_row_32768_column_26624,CasoHEProstata_A_0492_row_32768_column_26624,train
-1,-1,-1,-1,-1,0,0,-1,-1,-1,0,0,0,0,0,2,CasoHEProstata_A_0492_row_36864_column_139264,CasoHEProstata_A_0492_row_36864_column_139264,train
0,-1,-1,0,-1,-1,0,-1,-1,-1,0,0,0,0,0,3,CasoHEProstata_A_0492_row_49152_column_155648,CasoHEProstata_A_0492_row_49152_column_155648,train
0,-1,-1,-1,-1,-1,3,-1,-1,-1,3,3,0,0,0,2,CasoHEProstata_A_0492_row_49152_column_2048,CasoHEProstata_A_0492_row_49152_column_2048,train
2,0,-1,-1,-1,-1,-1,-1,-1,-1,2,2,0,0,2,2,CasoHEProstata_A_0492_row_51200_column_129024,CasoHEProstata_A_0492_row_51200_column_129024,train
-1,-1,0,0,-1,-1,3,-1,-1,-1,0,0,0,0,0,3,CasoHEProstata_A_0492_row_51200_column_141312,CasoHEProstata_A_0492_row_51200_column_141312,train
-1,2,0,-1,-1,-1,3,-1,-1,-1,3,3,3,0,0,3,CasoHEProstata_A_0492_row_51200_column_149504,CasoHEProstata_A_0492_row_51200_column_149504,train
-1,0,-1,-1,-1,0,3,-1,-1,-1,0,0,0,0,0,3,CasoHEProstata_A_0492_row_51200_column_24576,CasoHEProstata_A_0492_row_51200_column_24576,train
0,-1,-1,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,2,CasoHEProstata_A_0494_row_16384_column_124928,CasoHEProstata_A_0494_row_16384_column_124928,train
-1,-1,0,-1,0,-1,-1,-1,-1,-1,0,0,0,0,0,2,CasoHEProstata_A_0494_row_16384_column_126976,CasoHEProstata_A_0494_row_16384_column_126976,train
-1,-1,-1,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,2,CasoHEProstata_A_0494_row_22528_column_149504,CasoHEProstata_A_0494_row_22528_column_149504,train
-1,-1,-1,-1,0,-1,2,-1,-1,-1,2,2,0,0,0,2,CasoHEProstata_A_0494_row_32768_column_147456,CasoHEProstata_A_0494_row_32768_column_147456,train
1,0,-1,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,3,CasoHEProstata_A_0494_row_36864_column_69632,CasoHEProstata_A_0494_row_36864_column_69632,train
1,1,-1,-1,-1,1,2,-1,-1,-1,1,1,1,1,1,4,CasoHEProstata_A_0497_row_10240_column_67584,CasoHEProstata_A_0497_row_10240_column_67584,train
-1,1,-1,2,1,-1,2,-1,-1,-1,2,2,2,1,2,4,CasoHEProstata_A_0497_row_10240_column_69632,CasoHEProstata_A_0497_row_10240_column_69632,train
-1,0,-1,-1,-1,-1,2,-1,-1,-1,2,2,0,0,0,2,CasoHEProstata_A_0497_row_10240_column_79872,CasoHEProstata_A_0497_row_10240_column_79872,train
1,-1,2,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,2,CasoHEProstata_A_0497_row_12288_column_77824,CasoHEProstata_A_0497_row_12288_column_77824,train
1,-1,0,-1,0,1,-1,-1,-1,-1,1,1,1,0,0,4,CasoHEProstata_A_0497_row_12288_column_81920,CasoHEProstata_A_0497_row_12288_column_81920,train
-1,-1,-1,2,-1,-1,2,-1,-1,-1,2,2,2,2,2,2,CasoHEProstata_A_0497_row_12288_column_83968,CasoHEProstata_A_0497_row_12288_column_83968,train
1,1,-1,-1,-1,2,-1,-1,-1,-1,1,1,1,1,2,3,CasoHEProstata_A_0497_row_12288_column_86016,CasoHEProstata_A_0497_row_12288_column_86016,train
0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,2,CasoHEProstata_A_0497_row_14336_column_45056,CasoHEProstata_A_0497_row_14336_column_45056,train
-1,1,-1,-1,-1,-1,2,-1,-1,-1,2,2,1,1,1,2,CasoHEProstata_A_0497_row_14336_column_79872,CasoHEProstata_A_0497_row_14336_column_79872,train
1,-1,-1,-1,-1,2,2,-1,-1,-1,2,2,2,2,2,3,CasoHEProstata_A_0497_row_14336_column_83968,CasoHEProstata_A_0497_row_14336_column_83968,train
1,0,-1,-1,-1,0,-1,-1,-1,-1,0,0,0,0,0,3,CasoHEProstata_A_0497_row_14336_column_86016,CasoHEProstata_A_0497_row_14336_column_86016,train
-1,-1,-1,0,0,-1,2,-1,-1,-1,0,0,0,0,0,3,CasoHEProstata_A_0497_row_14336_column_88064,CasoHEProstata_A_0497_row_14336_column_88064,train
1,-1,1,0,-1,1,2,-1,-1,-1,1,1,1,1,0,5,CasoHEProstata_A_0497_row_16384_column_69632,CasoHEProstata_A_0497_row_16384_column_69632,train
-1,-1,-1,-1,-1,2,2,-1,-1,-1,2,2,2,2,2,2,CasoHEProstata_A_0497_row_16384_column_71680,CasoHEProstata_A_0497_row_16384_column_71680,train
-1,-1,-1,-1,-1,1,2,-1,-1,-1,2,2,1,1,1,2,CasoHEProstata_A_0497_row_16384_column_75776,CasoHEProstata_A_0497_row_16384_column_75776,train
-1,0,0,-1,-1,-1,0,-1,-1,-1,0,0,0,0,0,3,CasoHEProstata_A_0497_row_18432_column_57344,CasoHEProstata_A_0497_row_18432_column_57344,train
-1,-1,-1,-1,1,1,-1,-1,-1,-1,1,1,1,1,1,2,CasoHEProstata_A_0497_row_18432_column_65536,CasoHEProstata_A_0497_row_18432_column_65536,train
1,1,-1,-1,1,1,-1,-1,-1,-1,1,1,1,1,1,4,CasoHEProstata_A_0497_row_18432_column_67584,CasoHEProstata_A_0497_row_18432_column_67584,train
-1,-1,1,0,0,1,-1,-1,-1,-1,1,1,1,1,0,4,CasoHEProstata_A_0497_row_18432_column_69632,CasoHEProstata_A_0497_row_18432_column_69632,train
-1,1,-1,-1,-1,-1,2,-1,-1,-1,2,2,1,1,1,2,CasoHEProstata_A_0497_row_20480_column_147456,CasoHEProstata_A_0497_row_20480_column_147456,train
-1,1,-1,-1,1,-1,-1,-1,-1,-1,1,1,1,1,1,2,CasoHEProstata_A_0497_row_20480_column_63488,CasoHEProstata_A_0497_row_20480_column_63488,train
-1,1,-1,-1,-1,1,2,-1,-1,-1,1,1,1,1,1,3,CasoHEProstata_A_0497_row_20480_column_65536,CasoHEProstata_A_0497_row_20480_column_65536,train
0,1,-1,-1,-1,-1,2,-1,-1,-1,2,2,0,1,0,3,CasoHEProstata_A_0497_row_22528_column_139264,CasoHEProstata_A_0497_row_22528_column_139264,train
-1,-1,0,0,1,1,-1,-1,-1,-1,1,1,1,1,0,4,CasoHEProstata_A_0497_row_22528_column_145408,CasoHEProstata_A_0497_row_22528_column_145408,train
1,-1,0,-1,1,-1,2,-1,-1,-1,1,1,1,1,0,4,CasoHEProstata_A_0497_row_22528_column_149504,CasoHEProstata_A_0497_row_22528_column_149504,train
1,1,-1,-1,1,-1,2,-1,-1,-1,1,1,1,1,1,4,CasoHEProstata_A_0497_row_22528_column_153600,CasoHEProstata_A_0497_row_22528_column_153600,train
1,1,-1,0,0,1,-1,-1,-1,-1,1,1,1,1,0,5,CasoHEProstata_A_0497_row_22528_column_155648,CasoHEProstata_A_0497_row_22528_column_155648,train
-1,0,-1,-1,-1,-1,0,-1,-1,-1,0,0,0,0,0,2,CasoHEProstata_A_0497_row_24576_column_120832,CasoHEProstata_A_0497_row_24576_column_120832,train
-1,-1,2,-1,-1,-1,2,-1,-1,-1,2,2,2,2,2,2,CasoHEProstata_A_0497_row_24576_column_155648,CasoHEProstata_A_0497_row_24576_column_155648,train
1,0,-1,-1,-1,1,-1,-1,-1,-1,1,1,1,1,1,3,CasoHEProstata_A_0497_row_24576_column_159744,CasoHEProstata_A_0497_row_24576_column_159744,train
-1,1,0,2,0,2,2,-1,-1,-1,2,2,2,2,2,6,CasoHEProstata_A_0497_row_24576_column_161792,CasoHEProstata_A_0497_row_24576_column_161792,train
0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,5,CasoHEProstata_A_0497_row_24576_column_163840,CasoHEProstata_A_0497_row_24576_column_163840,train
-1,0,-1,-1,-1,-1,2,-1,-1,-1,2,2,0,0,0,2,CasoHEProstata_A_0497_row_24576_column_167936,CasoHEProstata_A_0497_row_24576_column_167936,train
-1,0,0,0,-1,-1,0,-1,-1,-1,0,0,0,0,0,4,CasoHEProstata_A_0497_row_24576_column_34816,CasoHEProstata_A_0497_row_24576_column_34816,train
0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,2,CasoHEProstata_A_0497_row_26624_column_122880,CasoHEProstata_A_0497_row_26624_column_122880,train
-1,0,-1,-1,-1,-1,0,-1,-1,-1,0,0,0,0,0,2,CasoHEProstata_A_0497_row_26624_column_126976,CasoHEProstata_A_0497_row_26624_column_126976,train
1,0,-1,0,-1,0,2,-1,-1,-1,0,0,0,0,0,5,CasoHEProstata_A_0497_row_26624_column_163840,CasoHEProstata_A_0497_row_26624_column_163840,train
1,-1,0,-1,-1,0,2,-1,-1,-1,0,0,0,0,0,4,CasoHEProstata_A_0497_row_26624_column_165888,CasoHEProstata_A_0497_row_26624_column_165888,train
-1,-1,-1,-1,-1,1,1,-1,-1,-1,1,1,1,1,1,2,CasoHEProstata_A_0497_row_28672_column_147456,CasoHEProstata_A_0497_row_28672_column_147456,train
0,-1,-1,0,0,0,0,-1,-1,-1,0,0,0,0,0,5,CasoHEProstata_A_0497_row_30720_column_135168,CasoHEProstata_A_0497_row_30720_column_135168,train
1,1,-1,0,1,1,-1,-1,-1,-1,1,1,1,1,1,5,CasoHEProstata_A_0497_row_30720_column_147456,CasoHEProstata_A_0497_row_30720_column_147456,train
-1,-1,-1,2,-1,2,2,-1,-1,-1,2,2,2,2,2,3,CasoHEProstata_A_0497_row_32768_column_141312,CasoHEProstata_A_0497_row_32768_column_141312,train
1,-1,-1,-1,1,1,-1,-1,-1,-1,1,1,1,1,1,3,CasoHEProstata_A_0497_row_32768_column_143360,CasoHEProstata_A_0497_row_32768_column_143360,train
-1,1,-1,-1,-1,-1,2,-1,-1,-1,2,2,1,1,1,2,CasoHEProstata_A_0497_row_32768_column_145408,CasoHEProstata_A_0497_row_32768_column_145408,train
-1,1,-1,2,1,-1,-1,-1,-1,-1,1,1,2,1,2,3,CasoHEProstata_A_0497_row_34816_column_141312,CasoHEProstata_A_0497_row_34816_column_141312,train
-1,0,-1,-1,-1,-1,0,-1,-1,-1,0,0,0,0,0,2,CasoHEProstata_A_0497_row_49152_column_135168,CasoHEProstata_A_0497_row_49152_column_135168,train
2,-1,-1,0,-1,-1,-1,-1,-1,-1,2,2,0,0,0,2,CasoHEProstata_A_0498_row_14336_column_143360,CasoHEProstata_A_0498_row_14336_column_143360,train
-1,1,2,-1,1,-1,-1,-1,-1,-1,1,1,2,1,2,3,CasoHEProstata_A_0498_row_14336_column_147456,CasoHEProstata_A_0498_row_14336_column_147456,train
